winery,variety,points,price,amount_of_wines,description
Macchia,Zinfandel,87.0,32.5,2,"Still spritzy, very tart and tangy, with orange peel and lemon drop flavors. Perhaps showing just a bit more intensity than the 2006, this is a terrific follow-up with the same mix of delicacy and power that suggests that the Columbia Gorge AVA may well be the best site in the Pacific Northwest to grow Riesling."
Machine Breaker,Pinot Noir,88.0,23.0,1,"This single vineyard in the Dundee Hills recalls Oregon Pinots from days gone by. It's not too big, not too oaky, plenty ripe and delivers spicy berry fruit along with earthier streaks of leaf, herb, baking spices and a whiff of cinnamon. Stiff acids and earthy tannins betray its youth, but though still a little rough around the edges, this could be cellared for a decade or more."
Mackey Vineyards,Riesling,90.0,15.0,1,"This blend mixes the estate fruit with several different vineyards, making a more fruit-forward, accessible wine than the single-vineyard offerings. Flavors show bright raspberry and tart cranberry, leading to some tangy acids, backed with earth, rock and hints of caramel. The new oak is gently applied, adding to the finish without taking away the wine's naturally juicy fruit."
Madrigal,Bordeaux-style Red Blend,87.33,63.33,3,"A lovely counterpoint to Phelps Creek's estate reserve Chardonnay, this comes from just across the river, sourced from a vineyard on the Washington side of this two-state AVA. It got the full malolactic, fermented in French oak treatment, and shows plenty of pleasing barrel toast and spice. The fruit mixes hints of peach and melon with a lemon drop core, and finishes with a lick of butterscotch."
Madrigal,Cabernet Franc,91.0,70.0,1,"Fresh and satisfying, with flavors of apples and pears, brioche and vanilla cream. What stands out is the full, round midpalate, and the way the wine keeps resonating through an extended finish."
Madrigal,Cabernet Sauvignon,86.0,125.0,2,"Succulent in red cherry and cassis, this wine has a surprising level of depth and grip. It finds its way with integrated tannins, soft layers of caramelized oak and a brightness of fruit and acidity."
Madrigal,Petite Sirah,86.0,65.0,1,"Mouthcoating, this is a full-bodied wine with small amounts of Merlot and Cabernet Franc. Tar, leather, cedar and black cherry stand out as characteristics, with added weight from the heavier, darker elements of chocolate and oak. Drink now through 2022."
Madrigal,Sauvignon Blanc,90.0,30.0,1,"Wild berries, from elderberry to salmonberry to mountain strawberries, are in play in this wine. The underpinning scents suggest earth and wet cement, while in the finish a strong flavor of breakfast tea lingers. This is an interesting addition to the Sineann lineup."
Madrigal,Tempranillo,88.0,45.0,1,"This falls sbetween a rosé and an orange wine in its appearance, a pale salmon/copper shade that results from 36 hours of skin contact before pressing. Scents of hibiscus tea and rosewater put a delicate top note ahead of rich, ripe, round and spicy citrus fruit. A strong impression of cinnamon marks the finish."
Madroña,Riesling,86.0,18.0,2,"Clean, crisp and bright, this was fermented in stainless (with just 10% in neutral wood), and not put through malolactic. The blend is 60/40 Chardonnay/Pinot Noir, yielding fresh fruit flavors of apple and melon that are focused and precise. A streak of ginger runs through racy acidity."
Madroña,Zinfandel,87.0,18.0,1,"Stainless-steel fermented, this wine remains pungently aromatic in woody, earthy tones, with accents of fragrant orange blossom and pear, while staying crisp and light on the palate. Honey and lemon combine on the complex finish."
Maggio,Zinfandel,86.0,9.0,1,"Root beer, cola nut, black cherry, black raspberry and anise seed combine for an exciting nose on this bottling from a winery near Morgan Hill. The mouthfeel is full, with graphite and lively fennel-bulb spice mixing with blackberry fruit and an earthy elegance on the pleasing palate."
Magistrate,Chardonnay,83.0,12.0,1,"This is a floral blend of 48% Roussanne, 35% Marsanne and 17% Viognier. The Roussanne speaks loudest, while the whole offers a mix of dried and fresh apricot and creamy vanilla wafer that's light bodied and fresh with acidity."
Magistrate,Red Blend,88.0,10.0,1,"A blend of 85% Cabernet Sauvignon with 15% Merlot, this was built to be approachable young. Grapes are sourced from an estate, organically farmed vineyard as well as two neighboring properties, Pickberry and Murray Ranch. Tobacco forms around a juiciness of blackberry and raspberry, giving it a sultry edge, while maintaing soft tannins throughout."
Magna Mater,Sauvignon Blanc,89.5,28.0,2,"It's pure Cabernet Sauvignon, dense, dark and what might be called brooding. Despite the massive fruit, the darker notes of black olive and earth are not submerged in sweetness. In fact, there are Stag's Leap-like flavors of rock and mineral. Along with the sleek cassis and black cherry, come highlights of bitter chocolate."
Magnificent Wine Company,Cabernet Sauvignon,86.33,11.33,3,"This vineyard-designated Sauv Blanc is half fermented in stainless steel, 40% in concrete eggs and the rest in French oak. It is completely different from the winery's Columbia Valley bottling, with much riper and rounder fruit flavors showing off stone fruits, such as peaches and apricots, along with tropical hints of papaya. There's plenty of stuffing and spice, and a perfect mix of the grape's innate herbaceous and grassy qualities, ramped up with riper, sweeter fruit."
Magnificent Wine Company,Chardonnay,86.0,11.0,1,"The Claret is half Cabernet Sauvignon, with the other four Bordeaux grapes filling in the other half, and is quite firm, sappy and muscular. It is tightly structured with cassis, black cherry and plenty of dark, tarry undertones. The herbal aspects show in some black olive and black tea flavors; the tannins are strong and supple, and the wine has a sinuous finish suggesting both strength and length. An exceptional value, this wine should age very nicely."
Magnificent Wine Company,Red Blend,86.67,12.0,3,"Bone dry, earthy and leathery, this Proprietor's Reserve Cabernet Sauvignon seems a bit tired. The fruit is showing early signs of fading, and the tannins—earthy, green and a bit rough—may already be taking over. Some earthy, organic, almost biodynamic flavors come out in the finish."
Mahoney,Chardonnay,90.0,24.0,2,"The Naked Riesling is organically farmed and produced. This new vintage already seems a bit tired and has an unusually deep (oxidized?) golden color. It's drinking well enough, like a somewhat aged apple cider, but does not have the sort of freshness that one would hope for in a just-released 2007 wine."
MaidenStoen,Riesling,90.0,22.0,6,"Occupying the bottom rung (in terms of cost) of the Columbia Crest ladder, Two Vines wines are generally light, quite clean and simple, with a minimum exposure to oak. This fits the mold, with flavors of strawberry chews and cotton candy. The tannins are also light and herbal, with an earthy, pleasantly leafy finish."
Maison Basque,Zinfandel,82.0,24.0,1,"This wine is 67% Cabernet Sauvignon with the rest equal parts Merlot, Petit Verdot and Cabernet Franc. It's aromatic and fruit-forward, offering red plum, herbs, milk chocolate and floral accents. The fruit flavors are rich and focused, showing great depth and intensity with a palate-coating feel."
Maison Bleue,Cabernet Sauvignon,93.0,65.0,1,"From 41-year-old vines on just over five estate acres, this is resiny and briny on the nose. A honey-laced creaminess at the core is tensely accentuated by vibrant acidity. Balanced and elegant, with a sunny bite of ripeness, it revels in nuances of fresh and dried apricot while lighter notes of lemon, lime and grapefruit play backup."
Maison Bleue,Chardonnay,90.0,22.5,2,"Consistency of richness and caramel toastiness characterizes this wine year in and year out. This vintage exudes both the full-bodied style embraced by the producer as well as the voluptuously ripe and wholesome fruit that comes off of the vineyard in a year like 2012. Dark gold in color, it offers salty, savory accents around a core of lemon-specked minerality. Surreal and effete, it finishes with flair."
Maison Bleue,Grenache,92.2,36.4,10,"This inaugural release is 100% varietal that's aged in neutral French puncheons. The panoply of notes includes raspberry seed, dark plum, green olive and nori. The mouthfeel is the true star with a rich, pillowy-soft, palate-coating texture showing exceptional purity and an extended finish."
Maison Bleue,Marsanne,90.0,35.0,2,"This wine needs some coaxing at first to come out of its shell. Once settled, it entices in warming cardamom, clove and damp earth, taking on savory airs. Exuberant as it develops, it offers high-toned cherry and tangerine that surround a silky, subtle body. Hints of spicy cinnamon and white pepper mark the finish."
Maison Bleue,Red Blend,90.33,26.67,3,"This standout wine is 72% Cabernet Sauvignon, 19% Merlot and 9% Cabernet Franc mostly from old blocks at Dionysus, Red Willow and Bacchus vineyards. It's youthful with aromas of toasty barrel spices, dark roasted coffee and high-toned savory herbs. Flavors are light and restrained while still showing a lot of richness, with the dark fruit notes backed by mouthwatering acids. Just a baby now, this is a 20-year wine that should start to strut its stuff after 2024. Give it a 24-hour decant if opening it in the near term."
Maison Bleue,Rhône-style Red Blend,93.75,37.5,4,"The Sonoma Zinfandel house pursues a rich, opulent Rhône style in this bottling, with aromas of dark red fruit, purple florals, game and wet asphalt. It hits the palate with a Sichuan pepper-like buzz that enlivens the mouth far into the finish, with well-seasoned flavors of dried cherries, fennel and crushed Italian herbs."
Maison Bleue,Rhône-style White Blend,92.0,30.0,1,"Kana's Workingman's Red has turned into a southern Rhône style blend of six grapes, the only outlier being a splash of Tempranillo. Toasty, round and easy-drinking, it's a good, all-purpose barbecue red, with a smoky, espresso-scented finish."
Maison Bleue,Roussanne,94.0,25.0,1,"It opens with sweet/tart raspberry fruit, a streamlined, well-defined wine underscored by tart, citrusy acids. It does not show the harmonious complexity of the blends, but it is a very pleasant wine, soft and approachable, sweet and smooth. A bit one-dimensional; it begins with fresh berry fruit, tosses in a hint of cherry tobacco, and leaves a slightly earthy impression in the finish, but fails to move in the mouth."
Maison Bleue,Syrah,92.33,45.67,6,"Coming from a site best known for its Syrah, this wine brings high-toned aromas of violets, herb and dark fruit. The black-fruit flavors are rich yet supple, with fine-grained but occasionally toothy tannins providing support. Mocha flavors linger on the finish. It's a bit oak heavy but by and large carries it."
Maison Bleue,Viognier,87.0,23.0,1,"This tart, sleek, pretty wine shows bright strawberry and raspberry fruit. Quite young and fresh, it's still rather tight and stubbornly closed, even after breathing for a full 24 hours."
Maison L'Envoyé,Pinot Noir,87.0,35.0,10,"Made in a big, bold, full-bodied style, this blend is showy in juicy blackberry, cedar and currant, flavors that are surrounded by firm, integrated tannin. A taste of cigar and chocolate gives the end note a nightcap kind of feel."
Maisonry,Chardonnay,91.0,38.0,1,"Ripe, jammy, grapy aromas and flavors and a lush but firm texture make this medium-bodied wine instantly appealing and enjoyable to drink. It has nicely concentrated fruit flavors, a sense of depth and a beautiful, velvety texture."
Maisonry,Marsanne,85.0,38.0,1,"This wine is like an adventurous trek through the mountains, with wild, smoky, forest aromas, gamy, black-peppery flavors and a rugged texture that's inviting. Flavor nuances come out with each sip, yielding blackberry, blueberry and grilled steak."
Maisonry,Sauvignon Blanc,90.0,32.0,1,"Deep olallieberry-pie aromas meet with lilac, vanilla and brown sugar on the very accessible nose of this bottling. It's somewhat thin on the palate, but quite grippy and refreshing, with flavors of dried plums, marjoram and lavender."
Maldonado,Pinot Gris,90.0,25.0,1,"This wine moves quickly past its tight red currant fruit into flavors of red licorice, hints of caramel and a rather light, almost airy finish. Crisp and well-made, but a bit ambiguous."
Maldonado,Pinot Noir,91.0,37.0,2,"Erath's Juliard bottling has a bit more stiffness and muscle than the wide-open Hyland, but tails off too quickly to be considered as a cellar candidate. The soft strawberry fruit flavors are wrapped in pleasing chocolate, and lightly spicy, toasty details pop up throughout. It just lacks grips and length."
Maldonado,Syrah,89.0,75.0,2,"This is a hearty wine on the nose, with sarsaparilla, red plum, rustic leather, dried strawberry and clove, showing a touch of age. A wide array of allspice, star anise and chicory spice pops on the palate, surrounded by dried red cherry, leather, iced coffee and turned-earth flavors. The acidity remains vibrant, but drink now."
Maley Brothers Vineyards,Zinfandel,91.0,32.5,2,"Beatrice Cointreau is a 20th generation winemaker who moved to Malibu, where she makes this blend of 98% Viognier and 2% Chardonnay. It shows delicate lemon wedges, ripe nectarine and melon, lime zest and tangerine juice on the nose. The palate combines lime peels with riper peach and pineapple notes in the midpalate."
Malibu Rocky Oaks,Cabernet Sauvignon,89.5,24.0,2,"A powerful waft of red fruit and tannin combine for an agreeable wine that'll do well across palates, appealing to those who like some weight and body to their wine and to others who like a wine priced under $30. Either way, give it some time to air in the glass: it's still very much a baby."
Malibu Rocky Oaks,Chardonnay,88.0,15.0,1,"A fairly rich take on this grape, which many wineries use from this particular vineyard, this bottling is flush with white peach and white melon aromas, cut by lime and dried lemon blossoms, and layered with intriguing kiwi and exotic citrus notes. The palate is more simple, with apple and lemon flavors and chalky texture."
Malibu Rocky Oaks,Pinot Noir,89.0,26.0,1,"Blueberry paste, chocolate cake and a touch of tar show on the nose of this wine, which clings to its aromas and doesn't let them escape easily. The palate is more showy, with purple flowers and grape candy flavors, framed by rather strong tannins. This will improve with a bit more time."
Mallea,Syrah,89.0,25.0,1,"Equal parts Wallula and Canoe Ridge vineyard fruit, the aromas offer expressive notes of melon, flowers, jasmine and peach. The palate is textured and full, but the flavors at times seem a bit diluted. It shows some heat on the back end."
Maloney,Cabernet Sauvignon,91.33,65.0,3,"Pressed olallieberries, lilacs, a touch of pine smoke and fairly grapy aromas show on this easy-drinking bottling. The palate is straightforward with quaffable grape and olallieberry flavors, with a judicious amount of tannins and acidity to keep it exciting."
Mancan,Sparkling Blend,87.0,5.0,1,"Dark hay in color with a concentration of oak on the nose, the palate retains that richness of nutty almond and apple pie, finding a balance that betrays the heavier implications of the initial aromas. On the finish it offers a lightness of being, as well as a touch of perfume."
Mannina Cellars,Merlot,89.0,24.0,1,"A 100% varietal wine from one vineyard, this wine opens in cinnamon stick and blackberry jam, leading the way to chocolatey leather on the palate offset by tingling acidity. Currant, blueberry and cedar also make appearances atop a full-body and lengthy, concentrated finish."
Mannina Cellars,Red Blend,88.33,17.67,3,"A fruity wine, with tangy cranberry and raspberry flavors. Sharply acidic, with fairly strong tannins, it seems a little tight and thin, but does have the pure fruit and some length in the finish to recommend it."
Mannina Cellars,Sangiovese,87.5,22.0,2,"This Roussanne, Marsanne and Viognier blend is named for a cousin gifted in the art of matchmaking. It's a touch sweet, a little closed still, with notes of tar and caramel and the promise of lightly flavored apples and honeysuckle in the body of the wine."
Manross,Pinot Noir,90.0,58.0,1,"Half Malbec, half Petit Verdot (hence Petit Bec), this rough and tumble red has plenty of earthy tannic power. Rustic and sharp, with barely ripe fruit, it is similar to a cru Bordeaux, but with a little more meat on its bones."
Mansfield-Dunne,Pinot Noir,91.5,48.0,2,"This shows the herbal, somewhat stemmy character of Yakima Valley fruit in a cool vintage. It's well made, with good balance, but not quite ripe enough. Leaf and stem and herb dominate, with just a suggestion of tart berry."
Mansion Creek,Cabernet Sauvignon,83.0,24.0,1,"This winery makes just a single, estate-grown Pinot Noir each year. Pomegranate and red plum fruit flavors are gracefully showcased in this elegant vintage. Silky and smooth, it retains focus through a medium-weight, impeccably clean finish."
Manu Propria,Cabernet Sauvignon,89.67,35.0,3,"Pure Malbec from the new estate vineyard, this is forward with sweetly grapy fruit flavors. Aging in 80% new oak adds a streak of espresso and pretty baking spices."
Manzanita Creek,Chardonnay,84.0,28.0,1,"Ripe strawberry compote typifies this appealing wine. The nicely ripened fruit is set in a mineral-driven, high acid frame, and shows both texture and length as it develops in the mouth. It's especially noteworthy given the moderate alcohol."
Manzanita Creek,Syrah,87.0,38.0,1,"Another Fiddletown beauty, this one is pungent in blackberry and exhilarating pepper and clove. Aromatic, structured and electric with equal parts acidity and stony minerality, this wine has a long-lingering finish of gorgeous brambly fruit."
Manzanita Creek,Zinfandel,84.67,32.67,3,"A robust Zin, this wine's lusty, cinnamon-spice aromas carry through on the tongue, while the texture is refined and rich. With balanced alcohol and acidity, its full-figured body is still juicy and bright. Cellar it for a few more years or let it breathe before serving."
Manzoni,Chardonnay,84.0,30.0,1,"Fragrantly floral, it offers ripe red fruit in delicate balance, its tannins softened and the oak imprint kept at a minimum. The vines are thought to be more than 25 years old, the clone and rootstock unknown. An elegant, tightly woven Syrah."
Manzoni,Pinot Noir,89.0,35.2,5,"Within a statement-sized bottle, this heavy, lush and aromatic Pinot Noir from a great vineyard could ignite debates about California Pinot styles. Aged about a year in all French oak, 65% of it new, it reveals an expanse of dark cherry fruit, velvety texture and plenty of structure amidst a leathery core and lengthy finish."
Manzoni,Syrah,85.0,32.0,1,"From old head-trained vines, Contention is McCay's top-of-the-line Westside Lodi Zin, a study in tight, dusty tannins and earthy acidity backed by a substantial layering of baking spices. Let this wine open a while to express itself fully."
Maragas,Pinot Gris,82.0,20.0,1,"A rich, viscous combination of 55% Roussanne, 35% Grenache Blanc and 10% Viognier, this offers a bite of creamy vanilla amidst layered, hearty and concentrated flavors of lemon chiffon. Fermented in oak and stainless steel, it aged for 11 months in French oak, only 28% of it new."
Maragas,Red Blend,86.0,20.0,1,"Winemaker Markus Niggli is making remarkable whites from unusual, hard-to-find grapes, in this case a blend of 50% Kerner, 25% Riesling and 25% Bacchus. This slight, seductive white dances in acidity that's got an electric mouthfeel, with a bouquet of citrus and herbs that you'll be thinking about a long time."
Margerum,Grenache,90.0,21.0,1,"Sanguine in black olive tapenade, this is a soft, smooth, 100% varietal wine that's full-bodied and expressive in black cherry and dark plum. It finishes in tight, chewy tannins."
Margerum,Rhône-style Red Blend,89.75,33.5,4,"Made from Syrah, this is a zesty, dry and medium-bodied wine, soft and thirst-quenching in waves of strawberry and raspberry. Undertones of dried herb and citrus mark the finish."
Margerum,Rhône-style White Blend,92.0,21.0,1,"A direct-pressed wine, this has a pretty copper-pink color. It is intense in cranberry and subtle herbes de Provence, with notions of fresh-cut grass and tart Meyer lemon. Young, it needs time in the glass to reveal its complexity and range of flavor. The finish is dry and succulent on the palate."
Margerum,Rosé,91.0,21.0,1,"Lighter in color, this blend of Pinot Noir, Cabernet Franc and Syrah has aromas and flavors of mesquite smoke, strawberry and cherry, with the Pinot seemingly in the lead. The smoky flavors are medium bodied, with a light grip of chalky tannins."
Margerum,Sauvignon Blanc,90.4,27.0,5,"Aromas of coffee, cocoa, green wood and fresh herbs lead to pleasing cherry, cola and chocolate flavors with abundant vanilla and wood accents, with tannins lending some grip."
Margerum,Syrah,91.62,41.0,8,"Cabernet Sauvignon (66%) takes the lead on this Bordeaux-style blend, followed by Cabernet Franc (16%), Merlot (12%) and Malbec. Aromas of anise, dried herbs, dried cherries and tomato leaf are followed by lighter-styled medicinal flavors that linger."
Marianello,Red Blend,90.0,48.0,1,"Aromas of hazelnut, mineral and pear lead to off-dry, full-feeling fruit flavors that are stitched up with citric acidity on the finish. It doesn't entirely come together but there's plenty to enjoy."
Marianello,White Blend,86.0,28.0,1,"Vanilla, cherry, strawberry and spice on the nose is followed by slightly smokier, bigger flavors on the palate. The wine has a fruity character backed by pepper and spice. Clean and suited for myriad flavors, from seafood salad to grilled lamb."
Marietta Cellars,Cabernet Sauvignon,90.0,31.5,2,"This friendly red blend, made with Cabernet, Steuben and Ives, starts with aromas of allspice, cherry and pepper followed by flavors of fresh, tart red berry and spice. It's a fun and easy-drinking red that will pair well with myriad dishes, from pasta to grilled steaks."
Marietta Cellars,Red Blend,89.25,21.0,4,"A lightly pétillant ice wine. Harvested at almost 38 brix, it is not as dense and racy as the ice wines of British Columbia or eastern Canada, but it offers its own pleasures. Here are details of sweet straw, rice cracker, caramel and honey, nicely interwoven and persistent, and never turning cloying or sugary."
Marietta Cellars,Rhône-style Red Blend,91.0,22.0,1,"This is pure Merlot from 10-year-old vines. Lush and chocolaty, it offers a broad, ripe and appealing set of seamless black fruit flavors. Powerful and high-toned, this adds licorice and mocha to the expansive finish."
Marietta Cellars,Rosé,88.0,14.0,1,"This 58% Cab-42% Syrah blend is almost jet black, bursting with floral aromas, meaty and just slightly pruney, almost like a super Tuscan. Baking spices (brown sugar, allspice) and pepper add still more flavor interest, along with some lightly herbal influence. It's a distinctive, deep and seemingly quick-maturing wine that should be enjoyed now."
Marietta Cellars,Zinfandel,90.5,28.5,2,"The new release from this old (1972) vineyard boosts the alcohol to 13.9%, dropping the residual sugar to just over 1%. Deep, concentrated, and driven by a dense minerality, this exceptional single-vineyard Riesling has raw fruit flavors of green apple, white peach and citrus rind. Sure to evolve, perhaps over decades, it has the vivid acidity and penetrating finish to improve significantly."
Marimar Estate,Albariño,91.25,33.5,4,"The Eyrie reserve is a single vineyard selection from the estate's oldest vines, planted between 1967 and 1973. The longevity of these wines is a proven fact; they evolve (and generally improve) for decades. This is already delicious, smoky, almost ethereal, with truly Burgundian finesse and depth. This wine, as much or more than any other, expresses the potential of Oregon Pinot Noir to approach the majesty of fine Burgundy."
Marimar Estate,Chardonnay,91.17,39.83,12,"Old-vine Oregon Zinfandel is not common; in fact, this is all of them. From the Pines Vineyard, planted around a century ago, revived in the 1980s, these wines have a power and unique presence that sets them apart from Zin from anywhere else. Ultraripe fruit flavors of strawberry and raspberry jam, alcohol above 15%, amazing density and beautifully managed tannins, with some sweet grain flavors that say “old vines.”"
Marimar Estate,Pinot Noir,89.1,50.75,20,"This unusual rosé is a cofermentation of 80% Pinot Noir and 20% Pinot Blanc. It's an uneasy compromise, with neither grape really taking the lead. Kind of like one of those awkward wine and food combos where the whole is less than either of its parts. Sour strawberry flavors thin out quickly; that's about it."
Marimar Estate,Syrah,91.0,49.0,1,"This is a serviceable, if nondescript Chardonnay. In a highly competitive category it doesn't stand out in any way. It's just a light expression of apple flavors, with a quick finish that leaves a slight impression of glue."
Marimar Estate,Syrah-Tempranillo,92.0,45.0,1,"Barrel aromas are in the lead here, with notes of sawdust and cedar, along with Band Aid and gamy notes. Dark fruit aromas are in the background. The full-bodied flavors reveal more of the same, showing a lot of heat."
Marimar Estate,Tempranillo,86.0,49.0,2,"Inkblot is Lodi winery Michael David's first Cabernet Franc, a relatively small production wine with MD's signature smoky, toasty coconut aromas, thick and raspberry jammy. Aged 15 months in French oak, it would be a hit with big wine lovers but doesn't exhibit Cab Franc's herbaceousness, which some people will be happy about, others will not. Includes small amounts of Cab Sauvignon and Petite Sirah."
Mario Perelli-Minetti,Cabernet Sauvignon,84.0,80.0,1,"Tight purple fruit smells of black raspberry meet with violets, crushed slate, dried rose petals, raw beef and black peppercorns on the focused nose. The palate is very slate-driven and rocky, offering turned earth, juniper and more dark raspberry flavors. It is still very tightly wound, and needs more time to unfurl."
Mark David,Sauvignon Blanc,93.0,34.0,1,"There's absolutely nothing wrong with this very affordable, concentrated and trimly built wine. Earth and sage aromas lead to bright black cherry and plum flavors, with a typically firm texture for the varietal."
Mark Ryan,Bordeaux-style Red Blend,91.69,46.92,13,"Aromas of orange blossoms, scratched apple skins, lemon-lime soda and jasmine waft off of this bottling. The texture is quite grippy, with tactile acidity and a dynamic mouthfeel presenting lime sorbet and sugared apple flavors."
Mark Ryan,Cabernet Sauvignon,92.78,71.11,9,"A slip of sour cherry gives zing to this medium-acidity, fruit-forward wine that's both earthy and pinched in toasted oak."
Mark Ryan,Mourvèdre,91.5,47.0,6,"This is a smooth, soft wine with tasty, mellow fruit flavors, full body and light acidity. It's well-aged and ready to drink."
Mark Ryan,Pinot Noir,91.0,50.0,1,"Lots of ripe berry and pomegranate notes give a fruity profile to this dry, medium-bodied, fresh and lightly tannic wine. It will be a good quaffing wine for lunch or dinner with mushroom pizza or grilled chicken."
Mark Ryan,Red Blend,90.78,38.56,9,"The oak is far out in front, with the aromas of vanilla, dill and freshly hewn wood making it difficult to find the fruit. Cranberry flavors struggle to get to the surface. It's technically well made but the barrel treatment completely overrides any sense of the variety."
Mark Ryan,Syrah,91.62,47.31,13,"Half Sangiovese and one-quarter each Cabernet Sauvignon and Merlot all coming from the cool 2011 vintage, this is lightly flavored with notes of dried cranberry and sour cherry, backed by firm tannins."
Mark Ryan,Sémillon,90.0,30.0,1,"This lovely wine has a great depth of decadent, succulent aromas of citrus and apple blossom, that explode around tangy acidity. Pear, quince and lemongrass-ginger spice dot the palate in measured, beautiful ways, finishing balanced and crisp."
Market Vineyards,Bordeaux-style Red Blend,89.11,29.22,9,"A buttery style, this bottling offers popcorn, sea salt caramel and vanilla cookies on the nose alongside tropical coconut, ripe peach and banana fruit, all judiciously presented. There's an immediate sizzle of acidity to cut through the butter on the palate, where pan-fried apples, squeezed lemons and almonds make for an excellent California Chardonnay."
Market Vineyards,Cabernet Sauvignon,89.73,42.09,11,"This is a blend of Cabernet Sauvignon (42%), Merlot (30%), Petit Verdot (14%) and Cabernet Franc. Complex aromas of toast, green herbs, fig, citrus, flowers and clove lead to rich but reserved flavors, with the tannins seeming bunched up. Give them time to stretch out. Best after 2020."
Market Vineyards,Malbec,89.0,37.67,3,"Quite dense and slow to release aromas at first, this bottling, which includes 14% Tempranillo and 6% Tannat, eventually gives scarlet red rose petals, lavender, elderberry and a rich touch of maple-laced bacon fat on the nose. It's much more dynamic and delicious once sipped, with blueberry and blackberry jam, smoked lamb, rosemary and more lavender, bound together by grippy tannins."
Market Vineyards,Merlot,90.29,40.57,7,"This is singer/songwriter John Legend's inaugural wine project in conjunction with Raymond Vineyards in the Napa Valley. Combining 85% Cabernet Sauvignon with 15% Petit Verdot, it tells a powerful story in thick layers of blackberry cobbler, chocolate and coffee, the tannin and oak integrated and silky smooth. This is a wine of great presence."
Market Vineyards,Rhône-style White Blend,87.0,20.0,1,"A small project by Carr Winery cellarmaster Chris Wright, this 50-50 blend of Grenache and Syrah is vivacious on the nose with bright pomegranate, nearly effervescent black cherry, iced coffee and inviting fruit punch aromas. There's a sliver of tar to the sip, but mostly suave black and red plum fruit, exotic bergamot tang and Chinese five spice complexity."
Market Vineyards,Syrah,90.0,39.0,2,"From a high-elevation site farmed by the producer, Goat Trek is 90% Cabernet Sauvignon and 10% Zinfandel, an unusual comingling of different personalities that manage to get along. A succulence of red currant, raspberry and dried herb complements a crispness of acidity that surprises. Big-bodied, it's also refined and graceful."
Market Vineyards,White Blend,87.67,20.0,3,"Hailing principally from Two Blondes Vineyard, the aromas of cocoa, savory herbs, pencil shavings, anise and spice are followed by fruit flavors so soft and plush you just want to sink into them. The finish lingers. It explores the variety's more savory side."
Markham,Cabernet Franc,88.0,42.0,1,"Though Cabernets Sauvignon and Franc each make up just 3% of this wine, they seem to show themselves aromatically, with herb and floral notes that provide the backdrop for Merlot's cocoa and cherry. The red fruit flavors are plump and juicy, backed by bright acid that leads to a long, fruit filled finish. It doesn't always come off as completely varietal but it's nearly impossible to resist all the same."
Markham,Cabernet Sauvignon,88.75,72.0,4,"Melon, sea salt and white peach aromatics lean into a pomelo pith and wet concrete backbone on this crisp, nearly austere and completely impressive bottling. There is great lime peel and yellow grapefruit tension to the palate, which is linear and acid-driven, and possesses a chalky texture as well as warmer yellow pear flavors."
Markham,Chardonnay,88.0,22.0,1,"From a site planted in 2002, 100% varietal and given time in 50% new French oak, this steal of a deal offers dusty minerality around a thickness of vanilla and cherry pie, finding a way to rein in its concentrated richness before going too far. This is a likable and impressive wine well worth seeking."
Markham,Pinot Noir,85.0,31.0,1,"Apple strudel and lime sorbet met with crisp pear, tart lemon peels and a touch of quinine on the edges of this wine's nose. The palate is incredibly chalky and mineral-driven, with flavors of yellow apple peels and lime skins vying for attention amidst the grippy texture."
Markham,Red Blend,87.5,25.0,2,"This blend is mostly Merlot (86%) along with Cabernet Franc, with the fruit coming from two of the state's top sites, Boushey and Champoux. Initially brooding raspberry compote, graphite and dried herb aromas are followed by supple, tart fruit and coffee flavors that sail on the finish. The balance is impeccable. It charms with its subtleties rather than its power, but make no mistake, it charms."
Markus Wine Co,Gewürztraminer,89.67,21.0,3,"This cuvée saw 20% new oak and is the little sibling to the winery's Barrel Select. It offers the same hint of funk, slightly murky color, and rich, textural makeup. Black cherry, cola, chocolate, bramble and spice are all in play, making for a complex wine that captures your attention."
Markus Wine Co,Rosé,90.0,22.0,2,"The size of this wine distracts slightly from its thick, concentrated dark plum and blackberry brambly quality, the tannins soft and the oak able to stand behind the fruit. A syrupy, leathery and mocha finish seals the deal."
Markus Wine Co,Torrontés,92.0,22.0,1,"This black grape dessert wine is relatively light in color and transparent, offering aromas of dried violet, raspberry concentrate and light clove. The flavors prove bright and memorable, with raspberry and pomegranate juice most apparent. This is a great conversation starter at the end of a meal."
Markus Wine Co,White Blend,89.67,21.67,3,"Thomas Fogarty's Bordeaux project unleashes aromas of black pepper, Bing cherry and cedar in this wine that proves light, airy and vivacious. Flavors of black and sour cherry dominate the acid-driven palate, which picks up more pepper and is quite easy going down."
Marshall Davis,Cabernet Sauvignon,90.0,36.0,1,"Powerfully brambly this gigantic wine hails from a monumental vineyard that consistently delivers fine-tuned tension between structure and intensity. Sizable tannins surround a soft mouthfeel of plum, leather and black pepper, the concentration suggesting aging through 2020."
Martellotto,Cabernet Sauvignon,88.0,30.33,3,"Perfumey violet and leather mingle on the nose before a taste of softened cedar, leather pouch and tobacco hit the palate. Robust tannins and oak follow, mellowing over time with air and a swirl or two. Cigar-tinged tobacco revisits on the finish."
